OBJECTID,Geocoded_Address
711,"1683 Valle Vista Ave Vallejo California, 94589"
712,"979 Sereno Dr Vallejo California, 94589"
713,"462 S Sacramento St Lodi California, 95240"
715,"253 S School St Lodi California, 95240"
716,"228 S Sacramento St Lodi California, 95240"
719,"551 Almond Ave Vallejo California, 94589"
720,"1299 Mounce St Lodi California, 95240"
722,"18599 Highway 1 Marshall California, 94940"
723,"1632 Fairgrounds Dr Vallejo California, 94589"
724,"91 Goodyear Rd Benicia California, 94510"
725,"1495 Crestview Dr Murphys California, 95247"
726,"Las Pulgas Rd Camp Pendleton California, 92055"
727,"32473 Avnda de las Estrell Pauma Valley California, 92061"
728,"Vandegrift Blvd Camp Pendleton California, 92055"
730,"3347 Old Highway 395 Fallbrook California, 92028"
731,"Old Pacific Hwy Camp Pendleton California, 92055"
733,"1335 Calle Tecolotlan Fallbrook California, 92028"
735,"Horno Canyon Rd Camp Pendleton California, 92055"
737,"46330 CA-79 Aguanga California, 92536"
738,"45692 Pechanga Pkwy Temecula California, 92592"
739,"Rim Dr Aguanga California, 92536"
741,"29777 Santiago Rd Temecula California, 92592"
742,"43594 Savona St Temecula California, 92592"
743,"42074 Meadows Pkwy Temecula California, 92592"
745,"29407 Rancho California Rd Temecula California, 92591"
746,"30785 Rancho California Rd Temecula California, 92591"
747,"27390 Ynez Rd Temecula California, 92591"
748,"27664 Jefferson Ave Temecula California, 92590"
749,"31066 S General Kearny Rd Temecula California, 92591"
750,"41759 Calle Contento Temecula California, 92592"
751,"41712 Overland Dr Temecula California, 92590"
752,"34400 Calac Rd Temecula California, 92592"
753,"41009 Chemin Coutet Temecula California, 92591"
754,"26249 Ynez Rd Temecula California, 92591"
755,"30922 Avenida del Reposo Temecula California, 92591"
756,"40622 Parado del Sol Dr Temecula California, 92592"
757,"32056 Vista del Monte Temecula California, 92591"
758,"40125 Winchester Rd Temecula California, 92591"
759,"26075 Jefferson Ave Murrieta California, 92562"
761,"30701 Eastgate Pkwy Temecula California, 92591"
762,"37055 Buck Rd Temecula California, 92592"
763,"25598 Medical Center Dr Murrieta California, 92562"
764,"38860 Camino Sierra Rd Temecula California, 92592"
765,"29158 Camino Alba Murrieta California, 92563"
766,"40059 Los Alamos Rd Murrieta California, 92562"
768,"24322 Avenida Arconte Murrieta California, 92562"
769,"40078 California Oaks Rd Murrieta California, 92562"
770,"32678 Clinton Keith Rd Wildomar California, 92595"
773,"23101 Peggy Ln Wildomar California, 92595"
776,"33111 Briggs Rd Menifee California, 92584"
779,"373 W Lakeshore Dr Lake Elsinore California, 92530"
780,"31281 Kelstar Rd Hemet California, 92544"
781,"31028 Winchester Rd Winchester California, 92596"
782,"873 E Franklin St Lake Elsinore California, 92530"
783,"18783 Collier Ave Lake Elsinore California, 92530"
784,"17790 Skyline Dr Lake Elsinore California, 92530"
785,"30257 Murrieta Rd Menifee California, 92584"
786,"29859 Murrieta Rd Menifee California, 92584"
787,"550 Central Ave Lake Elsinore California, 92530"
788,"29700 Haun Rd Menifee California, 92586"
789,"18501 Dexter Ave Lake Elsinore California, 92532"
790,"17536 Collier Ave Lake Elsinore California, 92530"
791,"28497 Leon Rd Winchester California, 92596"
794,"27900 Niagara Ct Menifee California, 92586"
795,"27104 Fairview Ave Hemet California, 92544"
796,"41735 Stetson Ave Hemet California, 92544"
799,"47780 CA-74 Hemet California, 92544"
801,"316 S State St Hemet California, 92543"
802,"12625 Temescal Canyon Rd Corona California, 92883"
803,"1650 El Nita Ln Hemet California, 92544"
804,"2144 Florida Ave W Hemet California, 92545"
805,"25164 CA-74 Perris California, 92570"
806,"24730 Maitri Rd Corona California, 92883"
807,"24247 Fawnskin Dr Corona California, 92883"
808,"1472 N Lyon Ave San Jacinto California, 92543"
809,"852 W Esplanade Ave San Jacinto California, 92582"
810,"129 E Esplanade Ave San Jacinto California, 92583"
811,"776 S Redlands Ave Perris California, 92570"
812,"322 W 1st St San Jacinto California, 92583"
813,"365 Dale St Perris California, 92571"
814,"458 N Perris Blvd Perris California, 92571"
815,"22039 Olivas Ave Nuevo California, 92567"
816,"I-15 N Corona California, 92883"
817,"3636 Nelson St Corona California, 92881"
819,"193 W Mountain Gate Dr Corona California, 92882"
822,"4244 N Perris Blvd Perris California, 92571"
823,"18230 Lake Perris Dr Perris California, 92571"
824,"1945 California Ave Corona California, 92881"
825,"2398 Border Ave Corona California, 92882"
826,"12772 El Sobrante Rd Riverside California, 92503"
827,"1181 Olympic Dr Corona California, 92881"
828,"1885 San Remo Dr Corona California, 92882"
829,"I-15 S Corona California, 92879"
830,"1286 Sherborn St Corona California, 92879"
831,"189 W Olive St Corona California, 92882"
832,"1292 S Lincoln Ave Corona California, 92882"
833,"804 S Main St Corona California, 92882"
834,"16880 Heacock St Moreno Valley California, 92551"
835,"405 W Grand Blvd Corona California, 92882"
836,"2307 Pomona Rd Corona California, 92880"
837,"16163 Dauchy Ave Riverside California, 92508"
838,"12064 McAllister Pkwy Riverside California, 92503"
839,"395 N Main St Corona California, 92880"
840,"404 W Rincon St Corona California, 92880"
841,"19480 Van Buren Blvd Riverside California, 92508"
842,"625 W Rincon St Corona California, 92880"
843,"1654 Railroad St Corona California, 92880"
844,"26196 Iris Ave Moreno Valley California, 92555"
845,"24498 Electra Ct Moreno Valley California, 92551"
846,"12253 Madera Way Riverside California, 92503"
847,"3914 Riverwalk Pkwy Riverside California, 92505"
848,"4131 Flat Rock Dr Riverside California, 92505"
849,"29132 Heathercliff Rd Malibu California, 90265"
850,"28247 Pacific Coast Hwy Malibu California, 90265"
851,"25993 Pacific Coast Hwy Malibu California, 90265"
852,"32761 Pacific Coast Hwy Malibu California, 90265"
853,"36374 Pacific Coast Hwy Malibu California, 90265"
854,"Catalina Dr Malibu California, 90265"
855,"40034 Pacific Coast Hwy Malibu California, 90265"
856,"Pacific Coast Hwy Malibu California, 90265"
857,"1017 Las Virgenes Rd Calabasas California, 91302"
858,"499 Loftyhill Dr Malibu California, 90265"
859,"33132 Mulholland Hwy Malibu California, 90265"
860,"Pacific Coast Hwy Camarillo California, 93012"
861,"2032 Las Virgenes Rd Calabasas California, 91302"
862,"2254 Kanan Rd Agoura Hills California, 91301"
863,"2374 Kanan Rd Agoura Hills California, 91301"
865,"4160 Kanan Rd Agoura Hills California, 91301"
866,"3578 Triunfo Canyon Rd Agoura Hills California, 91301"
868,"4299 Prado de los Ciervos Calabasas California, 91302"
869,"5395 Lost Hills Rd Agoura Hills California, 91301"
871,"3524 Potrero Rd Camarillo California, 93012"
872,"1098 Saipan Cir Port Hueneme California, 93041"
873,"273 S Westlake Blvd Thousand Oaks California, 91362"
874,"780 Knollwood Dr Thousand Oaks California, 91320"
876,"3793 Olds Rd Oxnard California, 93033"
877,"3738 S J St Oxnard California, 93033"
878,"370 Fairview Rd Thousand Oaks California, 91361"
879,"1723 N 5th St Port Hueneme California, 93041"
880,"3435 E Thousand Oaks Blvd Thousand Oaks California, 91362"
882,"4205 Via Entrada Thousand Oaks California, 91320"
883,"120 E Laurel St Oxnard California, 93033"
884,"234 N Conejo School Rd Thousand Oaks California, 91362"
885,"429 E Thousand Oaks Blvd Thousand Oaks California, 91360"
886,"516 Irving Dr Thousand Oaks California, 91360"
887,"982 Rockfield St Thousand Oaks California, 91362"
888,"235 Flittner Cir Thousand Oaks California, 91360"
889,"360 Hodencamp Rd Thousand Oaks California, 91360"
890,"1196 Newbury Rd Thousand Oaks California, 91320"
891,"501 W Gainsborough Rd Thousand Oaks California, 91360"
892,"1298 Erbes Rd Thousand Oaks California, 91362"
893,"3477 W 5th St Oxnard California, 93030"
894,"2455 Eastman Ave Oxnard California, 93030"
896,"759 E 1st St Oxnard California, 93030"
897,"2983 Camino del Sol Oxnard California, 93030"
898,"Camino del Sol Oxnard California, 93030"
899,"5001 Calle Cuesta Camarillo California, 93012"
900,"255 Hughes Dr Camarillo California, 93010"
902,"362 Wood Rd Camarillo California, 93010"
903,"2142 Pickwick Dr Camarillo California, 93010"
904,"5800 Santa Rosa Rd Camarillo California, 93012"
905,"2474 Alvarado St Oxnard California, 93036"
906,"Facility Rd Simi Valley California, 93063"
907,"Private Dr Oxnard California, 93036"
908,"2622 Buggy Ln Camarillo California, 93012"
911,"3418 E Harbor Blvd Ventura California, 93001"
913,"3692 Market St Ventura California, 93003"
914,"4120 Guardian St Simi Valley California, 93063"
915,"1007 Britten Ln Ventura California, 93003"
916,"4194 Guardian St Simi Valley California, 93063"
917,"929 Pacific Strand Pl Ventura California, 93003"
918,"224 Simi Village Dr Simi Valley California, 93065"
919,"10246 Willamette St Ventura California, 93004"
920,"4585 N Isle Royale Dr Moorpark California, 93021"
921,"2 W Harbor Blvd Ventura California, 93001"
922,"25 S Wake Forest Ave Ventura California, 93003"
923,"4956 Loma Vista Rd Ventura California, 93003"
924,"2424 Stearns St Simi Valley California, 93063"
927,"CA-118 E Simi Valley California, 93063"
928,"2553 Galena Ave Simi Valley California, 93065"
930,"1387 Simi Town Center Way Simi Valley California, 93065"
931,"2647 Stearns St Simi Valley California, 93063"
932,"4707 Foothill Rd Ventura California, 93003"
933,"1576 Jefferson Way Simi Valley California, 93065"
934,"Quimisa Dr Simi Valley California, 93065"
936,"3243 Tapo St Simi Valley California, 93063"
937,"399 W Lewis St Ventura California, 93001"
941,"7180 Walnut Canyon Rd Moorpark California, 93021"
942,"4007 Eagle Flight Dr Simi Valley California, 93065"
943,"69 Manuel Canyon Rd Ventura California, 93001"
944,"8865 Grimes Canyon Rd Moorpark California, 93021"
945,"854 Calpipe Rd Santa Paula California, 93060"
947,"117 S Mill St Santa Paula California, 93060"
948,"6299 Ocean Ave Ventura California, 93001"
950,"8047 N Ventura Ave Ventura California, 93001"
952,"2858 E Guiberson Rd Fillmore California, 93015"
958,"Santa Paula Cy Santa Paula California, 93060"
959,"Osborn Rd Santa Paula California, 93060"
960,"860 Oso Rd Ojai California, 93023"
962,"23797 Cactus Ave Moreno Valley California, 92553"
963,"22100 Goldencrest Dr Moreno Valley California, 92553"
964,"106 E Alessandro Blvd Riverside California, 92508"
966,"7146 Dufferin Ave Riverside California, 92504"
967,"6928 Sycamore Canyon Blvd Riverside California, 92507"
968,"1730 Town and Country Dr Norco California, 92860"
970,"1342 E 6th St Beaumont California, 92223"
972,"3352 Corydon Ave Norco California, 92860"
973,"1574 Eastridge Ave Riverside California, 92507"
974,"CA-60 E Moreno Valley California, 92555"
975,"22616 Town Cir Moreno Valley California, 92553"
977,"4026 Jefferson St Riverside California, 92504"
978,"28130 Ironwood Ave Moreno Valley California, 92555"
979,"23999 Ironwood Ave Moreno Valley California, 92557"
980,"6978 Brockton Ave Riverside California, 92506"
981,"5 Chino Hills California, 91709"
982,"Adams St Riverside California, 92504"
983,"5728 Alessandro Blvd Riverside California, 92506"
984,"1459 Cherry Ave Beaumont California, 92223"
985,"62 Riverside California, 92506"
986,"7153 Central Ave Riverside California, 92504"
987,"11301 Minnesota Way Riverside California, 92507"
988,"16197 Mountain Ave Chino California, 91710"
989,"4993 Sycamore Canyon Blvd Riverside California, 92507"
990,"14580 Schleisman Rd Eastvale California, 92880"
991,"34601 Boros Blvd Beaumont California, 92223"
992,"4456 Sedgewick Ave Riverside California, 92507"
993,"6428 Archibald Ave Eastvale California, 92880"
994,"15500 Live Oak Rd Chino Hills California, 91709"
995,"4111 Chicago Ave Riverside California, 92507"
996,"E Campus Dr Riverside California, 92521"
997,"4717 Brockton Ave Riverside California, 92506"
998,"3307 12th St Riverside California, 92501"
999,"15195 Sierra Bonita Ln Chino California, 91710"
1000,"University Vlg Riverside California, 92507"
1001,"2964 Chino Hills Pkwy Chino Hills California, 91709"
1002,"3711 Main St Riverside California, 92501"
1003,"4228 Chino Hills Pkwy Chino Hills California, 91709"
1004,"9292 Calimesa Blvd Calimesa California, 92320"
1006,"4300 Corporate Center Ave Chino California, 91710"
1007,"7679 Frazer Dr Jurupa Valley California, 92509"
1008,"14557 Monte Vista Ave Chino California, 91710"
1009,"9109 Box Springs Mountain Rd Moreno Valley California, 92557"
1010,"3744 Eucalyptus Ave Chino Hills California, 91709"
1012,"10792 Jurupa Rd Jurupa Valley California, 91752"
1013,"13994 Villanova Ave Chino California, 91710"
1014,"5896 Mission Blvd Jurupa Valley California, 92509"
1016,"13869 Oaks Ave Chino California, 91710"
1017,"10515 Bellegrave Ave Jurupa Valley California, 91752"
1019,"901 Avenue B Calimesa California, 92320"
1020,"1869 Rivera St Riverside California, 92501"
1021,"36135 County Line Rd Calimesa California, 92320"
1022,"10504 Cantu Galleano Ranch Rd Jurupa Valley California, 91752"
1023,"13604 12th St Chino California, 91710"
1024,"2057 Miramonte Ct Chino Hills California, 91709"
1026,"2922 Thoroughbred St Ontario California, 91761"
1027,"903 Cabot Rd Riverside California, 92501"
1029,"4098 Hamner Ave Ontario California, 91752"
1030,"395 Iowa Ave Riverside California, 92507"
1031,"2443 Rubidoux Blvd Jurupa Valley California, 92509"
1032,"7839 Granite Hill Dr Jurupa Valley California, 92509"
1033,"12943 S Milliken Ave Ontario California, 91752"
1034,"10080 Granite Hill Dr Jurupa Valley California, 92509"
1037,"1126 W Sunset Dr Redlands California, 92373"
1038,"22062 Van Buren St Grand Terrace California, 92313"
1040,"I-215 S Colton California, 92324"
1041,"1207 E Oak Hill Dr Ontario California, 91761"
1042,"2099 E Banyan St Ontario California, 91761"
1043,"CA-60 E Chino California, 91710"
1045,"10986 Inland Ave Jurupa Valley California, 91752"
1046,"12301 Venture Dr Jurupa Valley California, 91752"
1047,"2399 S Pinehurst Pl Ontario California, 91761"
1048,"2231 La Crosse Ave Colton California, 92324"
1049,"3537 Philadelphia St Chino California, 91710"
1050,"5017 E Philadelphia St Ontario California, 91761"
1052,"3663 S Riverside Ave Colton California, 92324"
1053,"364 Terracina Blvd Redlands California, 92373"
1054,"14247 Green Vista Dr Fontana California, 92337"
1055,"11739 Sand Canyon Rd Yucaipa California, 92399"
1056,"1264 E Francis St Ontario California, 91761"
1057,"1944 E Francis St Ontario California, 91761"
1058,"11611 Etiwanda Ave Ontario California, 92337"
1059,"15699 Bristol Ct Fontana California, 92337"
1060,"1178 RV Center Dr Colton California, 92324"
1062,"5442 Jurupa St Ontario California, 91761"
1063,"1341 Etiwanda Ave Ontario California, 91761"
1064,"24910 Starr St Loma Linda California, 92354"
1065,"24771 University Ave Loma Linda California, 92354"
1066,"13154 Dahlia St Fontana California, 92337"
1067,"10951 Sierra Ave Fontana California, 92337"
1068,"35927 Fir Ave Yucaipa California, 92399"
1069,"10803 Jasmine St Fontana California, 92337"
1070,"4170 Santa Ana St Ontario California, 91761"
1071,"13460 Santa Ana Ave Fontana California, 92337"
1072,"10837 Beech Ave Fontana California, 92337"
1075,"10855 Central Ave Montclair California, 91763"
1076,"140 S Cherry Ave Ontario California, 91761"
